Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),EMS:Comfort Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature [C](Hourly),EMS:Adaptive Heating Setpoint Temperature [C](Hourly),EMS:Adaptive Cooling Setpoint Temperature_No Tolerance [C](Hourly),EMS:Adaptive Heating Setpoint Temperature_No Tolerance [C](Hourly),EMS:Ventilation Setpoint Temperature [C](Hourly),EMS:Minimum Outdoor Temperature for ventilation [C](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_No Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE2 [H](Hourly),EMS:Comfortable Hours_Applicability_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Hot Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Discomfortable Non Applicable Cold Hours_BLOCK1_ZONE1 [H](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE2 [m2](Hourly),EMS:Zone Floor Area_BLOCK1_ZONE1 [m2](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE2 [m3](Hourly),EMS:Zone Air Volume_BLOCK1_ZONE1 [m3](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE2 [H](Hourly),EMS:Ventilation Hours_BLOCK1_ZONE1 [H](Hourly),BLOCK1:ZONE2:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE1:Zone Operative Temperature [C](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE2:AFN Zone Infiltration Air Change Rate [ach](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Volume [m3](Hourly),BLOCK1:ZONE1:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),AHST_SCH_BLOCK1_ZONE2:Schedule Value [](Hourly),ACST_SCH_BLOCK1_ZONE2:Schedule Value [](Hourly),AHST_SCH_BLOCK1_ZONE1:Schedule Value [](Hourly),ACST_SCH_BLOCK1_ZONE1:Schedule Value [](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),BLOCK1:ZONE2 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),BLOCK1:ZONE1 VRF INDOOR UNIT DX HEATING COIL:Heating Coil Heating Rate [W](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Cooling Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE2:VRF Heat Pump Heating Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Cooling Electricity Energy [J](Hourly),VRF OUTDOOR UNIT_BLOCK1:ZONE1:VRF Heat Pump Heating Electricity Energy [J](Hourly) 
 10/19  15:00:00,7.95,83.5,6.324999999999999,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,18.941349547579783,20.81920186582392,13.425254866713956,0.10595561760663989,5.363387177824418,0.05091805545446916,3342.5419299750943,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,7457.878018000895,0.0,0.0,11099199.583528431,0.0,0.0 
 10/19  16:00:00,7.1,85.0,6.825,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,20.279537850456016,17.309531529499967,20.479884679030846,0.16163259850355502,8.63428703691351,0.08197079412299679,2951.222247380528,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,320.83939152785524,6185.182112290082,0.0,495236.855861322,0.0,9193258.287199508 
 10/19  17:00:00,7.0,79.75,7.2,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,21.23935005721963,20.37375389205002,22.398369362836632,0.17677378066803753,10.238503765474615,0.09720064675858359,254.43093455052912,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/19  18:00:00,6.550000000000001,80.25,5.25,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,21.373368673848447,20.882286246729464,16.824377713394732,0.13278238284249833,9.081924744573271,0.0862205044024208,254.43093455052914,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/19  19:00:00,5.574999999999999,84.75,3.0999999999999996,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,21.150989782199847,20.81219568266111,12.287105162247205,0.09697304289481197,8.462085440361264,0.08033597453010066,254.43093455052914,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/19  20:00:00,6.2,82.25,2.6,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.62337030430793,20.350711258364484,11.12804842167155,0.08782546439383923,8.134532005925731,0.0772263008507793,254.43093455052914,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/19  21:00:00,6.275,84.0,4.925000000000001,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.079541214891,19.88744898127587,15.639500497847456,0.12343102240966089,8.570615512040174,0.0813663197252178,254.43093455052914,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/19  22:00:00,5.45,87.25,4.5,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.623119752873954,19.501664874138882,14.845170190159763,0.11716196017059724,8.615163855126365,0.08178924556078793,254.43093455052914,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/19  23:00:00,4.9750000000000005,87.25,4.1,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.293711261688117,19.201830690798467,13.993974934608502,0.11044410491189477,8.530213237475555,0.08098275516264553,254.43093455052914,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/19  24:00:00,5.35,86.25,3.3499999999999996,21.835952036355582,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.03427957270908,18.961567630806243,12.167965653892548,0.0960327627798797,8.049782685256956,0.07642172149328236,254.43093455052914,10.128819444444446,9.199854655622971,10.128819444444446,9.199854655622971,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  01:00:00,5.5,86.0,4.6,21.793469332720022,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.797015977812784,18.748401435668764,14.49197415262071,0.11437444480011041,8.146726339411849,0.07734206943657965,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  02:00:00,5.125,84.5,5.1,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.547330582468263,18.531533375443388,15.615442936865538,0.12324115385541329,8.350676429623697,0.07927829773020123,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  03:00:00,4.550000000000001,84.75,4.35,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.30710721416584,18.307860623330075,14.15938204981375,0.11174954106354336,8.274027354213935,0.07855061916759723,281.59062722429377,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,13.563628386703035,2.928742678959037,0.0,36287.17201470644,0.0,7847.662218652977 
 10/20  04:00:00,4.025,85.0,4.1,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.142698820427164,18.14245328271278,13.797109420276254,0.10889039085852217,8.359178906500334,0.07935901716639912,460.1098938261287,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,139.11654671307969,101.10695975390327,0.0,369390.95204233914,0.0,268623.42045681115 
 10/20  05:00:00,3.975,82.75,4.85,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.06636413081695,18.068095815940957,15.121445460821462,0.11934239675992264,8.354221879279118,0.07931195694520479,605.503841795145,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,254.95408765421158,186.52514493824742,0.0,673088.5578783045,0.0,492977.06360630883 
 10/20  06:00:00,3.8499999999999996,84.25,4.35,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.036869050205965,18.04136387492385,14.200245318411902,0.11207204465135068,8.334485914310914,0.07912459084140132,689.9984595913543,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,314.13679720806766,244.84025446918633,0.0,827721.5533819511,0.0,645237.8197675662 
 10/20  07:00:00,3.725,85.0,5.300000000000001,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.430332081673786,18.458842650735072,16.954950572210564,0.13381289794525428,9.163034921966055,0.0869905350516127,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  08:00:00,4.2250000000000005,85.0,4.5,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.014662866091125,19.11285608665356,15.124673502662421,0.11936787330918107,8.90944520296572,0.08458304609983054,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  09:00:00,5.675,82.75,5.300000000000001,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.091303754643462,20.488925789845485,16.427264947572457,0.12964826518291464,8.758690641778767,0.08315183689340416,254.43093455052912,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  10:00:00,6.925000000000001,78.25,6.075,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,21.797400032988847,19.184260298336564,16.586802024706202,0.130907373461058,6.57885006000053,0.0624572198641131,2581.7422774431557,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,5604.432983325763,0.0,0.0,0.0,8360920.834413461 
 10/20  11:00:00,7.5,76.25,6.95,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,17.872104524658646,21.408258537322183,15.485573115797056,0.12221618731016792,5.981956785731792,0.0567905312899081,3457.69235283126,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,7498.571060424,193.83224593664866,0.0,11223962.182937182,0.0,288901.3230551609 
 10/20  12:00:00,6.175000000000001,81.25,7.949999999999999,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,21.96212209235055,17.465776789757754,25.233355151560644,0.1991482289099891,10.460558971953123,0.09930875846906659,2662.8408005319498,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,5815.252188549515,0.0,0.0,0.0,8651054.953003114 
 10/20  13:00:00,6.3,83.0,5.875,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,17.72123159280448,22.187107349521924,12.177770307831622,0.09611014366939333,5.968901491223456,0.05666658905196966,3192.5526399847613,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,7109.126344103216,0.0,0.0,10558120.857530918,0.0,0.0 
 10/20  14:00:00,6.275,79.25,6.300000000000001,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,1.0,19.169076858017192,18.15880849938473,11.88376065263814,0.09378974268575335,4.921293475629718,0.04672097795510571,5357.827570846484,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,6617.588015283597,5659.59426919513,0.0,9860567.063191803,0.0,8475729.206502972 
 10/20  15:00:00,6.425,80.25,4.0,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,1.0,21.186838299517216,19.060991747779653,11.513327821598507,0.09086619003932322,6.062028041106376,0.05755069878971665,2728.7876651650677,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,386.0471607028818,5565.37891650881,0.0,567354.2674238299,0.0,8321913.277150853 
 10/20  16:00:00,6.65,81.0,3.475,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,1.0,0.0,17.82545999840101,20.38089249638437,7.94573521661465,0.06270981747263481,4.379545140962207,0.04157781546610638,3433.0092581926497,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,7357.010093535601,236.67275004788996,0.0,11051686.843915824,0.0,372459.75242700963 
 10/20  17:00:00,6.1000000000000005,80.25,3.9749999999999996,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.562918757381354,21.391079389909216,13.583110501625299,0.10720145550363122,8.431304920208873,0.08004375541929004,254.43093455052912,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  18:00:00,5.3,82.25,4.475,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.98100601604507,21.465406531265437,15.242826196338864,0.12030036522495205,9.119354315464507,0.0865758471929165,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  19:00:00,4.5,84.5,3.0999999999999996,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.80350231931885,21.144002928883648,12.937898933491494,0.10210927730163191,9.145023620687567,0.08681954228027278,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  20:00:00,3.25,88.0,3.35,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,20.221246593142546,20.462053856057942,13.528718434756335,0.10677217910663026,9.337361130869503,0.08864552494471858,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  21:00:00,3.425,84.5,0.9,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.67822360539271,19.84020575200168,10.151657261563017,0.08011953035965835,8.697984551600587,0.08257551525865502,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  22:00:00,3.45,82.25,0.75,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,19.29152314729724,19.397789906300197,9.623761653890703,0.0759532403563727,8.50765680530797,0.08076861256471549,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  23:00:00,3.025,83.5,1.0,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.974542244713366,19.047766701397855,9.783996712484946,0.07721785728649024,8.408926600815825,0.0798313037595359,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/20  24:00:00,2.975,82.5,0.25,21.750986629084466,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.69893834042154,18.746598171308317,9.351601894674644,0.07380528445820136,8.277634557369826,0.0785848646479695,254.43093455052914,10.03576388888889,8.942383724498377,10.03576388888889,8.942383724498377,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/21  01:00:00,3.075,81.25,0.0,21.62026921617602,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.441947144452367,18.469381569106947,9.140057821728378,0.07213572338673009,8.12151257533744,0.07710269909190925,254.43093455052914,9.790555555555555,8.150156979598702,9.790555555555555,8.150156979598702,18.1,24.9,18.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 10/21  02:00:00,1.15,88.5,0.0,21.489551803267574,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.208434483199017,18.21474437771543,9.88210560129832,0.07799215825955375,8.780109925160026,0.08335518381258825,439.7477642806033,9.790555555555555,8.150156979598702,9.790555555555555,8.150156979598702,18.1,24.9,18.1,24.9,0.0,0.0,114.72323233283292,89.45886096686351,0.0,317159.5502148725,0.0,247059.84199968958 
 10/21  03:00:00,-0.25,91.0,0.0,21.489551803267574,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.076497047964956,18.076203123191615,10.470785867256877,0.08263817666082279,9.303176583644486,0.08832098923368767,700.0256309730155,9.790555555555555,8.150156979598702,9.790555555555555,8.150156979598702,18.1,24.9,18.1,24.9,0.0,0.0,293.0540774293406,252.37418165202286,0.0,812459.449207979,0.0,697472.9896382435 
 10/21  04:00:00,-0.7250000000000001,95.5,0.75,21.489551803267574,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.025797844612782,18.02667649394265,10.80944403018999,0.08531095532814435,9.724674841043978,0.09232254103904047,864.5006042954486,9.790555555555555,8.150156979598702,9.790555555555555,8.150156979598702,18.1,24.9,18.1,24.9,0.0,0.0,408.6801752421733,355.37134161928674,0.0,1129375.1876973568,0.0,978122.7982333339 
 10/21  05:00:00,-0.6499999999999999,92.5,0.25,21.489551803267574,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.018993657721822,18.020198757182605,10.743944671571407,0.0847940172838263,9.558299123148236,0.09074303022820082,979.9720944717199,9.790555555555555,8.150156979598702,9.790555555555555,8.150156979598702,18.1,24.9,18.1,24.9,0.0,0.0,491.029998722468,426.22111503496774,0.0,1355502.87407424,0.0,1171465.7509679522 
 10/21  06:00:00,0.3,89.5,0.0,21.489551803267574,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.03666749416462,18.03866887215707,10.33090396386341,0.0815341921470692,9.179402398436284,0.08714592194555289,1017.0394642561494,9.790555555555555,8.150156979598702,9.790555555555555,8.150156979598702,18.1,24.9,18.1,24.9,0.0,0.0,521.6758221842713,454.623098582437,0.0,1425086.7062907137,0.0,1236338.0138596091 
 10/21  07:00:00,-1.875,91.25,0.75,21.489551803267574,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.02281054158428,18.026103875830348,11.596999375929549,0.09152654779813449,10.288705748979119,0.09767724620875484,1233.8705429290744,9.790555555555555,8.150156979598702,9.790555555555555,8.150156979598702,18.1,24.9,18.1,24.9,0.0,0.0,657.4153976351774,574.1744517291284,0.0,1846184.4417048567,0.0,1603327.3273992818 
 10/21  08:00:00,-2.4749999999999996,90.5,1.0,21.489551803267574,24.9,18.1,25.0,18.0,21.5,-31.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.2018,30.0953,126.7064,105.3337,0.0,0.0,18.10734531467231,18.143037793204044,12.055398357084407,0.09514435227490015,10.685439363034154,0.10144369145899323,1090.8537376594165,9.790555555555555,8.150156979598702,9.790555555555555,8.150156979598702,18.1,24.9,18.1,24.9,0.0,0.0,577.1416215219434,448.56967318187696,0.0,1650146.7041206285,0.0,1279630.4576436868 
